rating,date,variation,verified_reviews,feedback
1,06-Jan-23,Walnut Finish,Customer support is unhelpful.,0
2,07-Jan-23,Heather Gray,The voice recognition is poor.,0
1,08-Jan-23,Sandstone Fabric,Too complicated to set up.,0
2,09-Jan-23,Charcoal Fabric,Stopped working after a minor update.,0
1,10-Jan-23,Walnut Finish,The app is very difficult to use.,0
2,11-Jan-23,Heather Gray,Alexa's voice is annoying.,0
1,12-Jan-23,Sandstone Fabric,Stopped recognizing voice commands.,0
2,13-Jan-23,Charcoal Fabric,The device is too sensitive.,0
1,14-Jan-23,Walnut Finish,Limited compatibility with other devices.,0
2,15-Jan-23,Heather Gray,The speaker is too quiet.,0
1,16-Jan-23,Sandstone Fabric,Doesn't support enough apps.,0
2,17-Jan-23,Charcoal Fabric,The updates are too frequent and disruptive.,0
1,18-Jan-23,Walnut Finish,Stopped working after a few months.,0
2,19-Jan-23,Heather Gray,Voice commands are not recognized well.,0
1,20-Jan-23,Sandstone Fabric,The app interface is very poor.,0
2,21-Jan-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,22-Jan-23,Walnut Finish,The sound quality is poor.,0
2,23-Jan-23,Heather Gray,Too many limitations on what it can do.,0
1,24-Jan-23,Sandstone Fabric,Stopped working after a few weeks.,0
2,25-Jan-23,Charcoal Fabric,Voice recognition is very poor.,0
1,26-Jan-23,Walnut Finish,Doesn't understand my voice commands.,0
2,27-Jan-23,Heather Gray,The app is very slow and unresponsive.,0
1,28-Jan-23,Sandstone Fabric,The speaker is not loud enough.,0
2,29-Jan-23,Charcoal Fabric,Too expensive for the limited functionality.,0
1,30-Jan-23,Walnut Finish,Stopped working after a minor update.,0
2,31-Jan-23,Heather Gray,The voice commands are not recognized well.,0
1,01-Feb-23,Sandstone Fabric,The app is not user-friendly.,0
2,02-Feb-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,03-Feb-23,Walnut Finish,The sound quality is poor.,0
2,04-Feb-23,Heather Gray,Too many limitations on what it can do.,0
1,05-Feb-23,Sandstone Fabric,Stopped working after a few months.,0
2,06-Feb-23,Charcoal Fabric,Voice recognition is very poor.,0
1,07-Feb-23,Walnut Finish,Doesn't understand my voice commands.,0
2,08-Feb-23,Heather Gray,The app is very slow and unresponsive.,0
1,09-Feb-23,Sandstone Fabric,The speaker is not loud enough.,0
2,10-Feb-23,Charcoal Fabric,Too expensive for the limited functionality.,0
1,11-Feb-23,Walnut Finish,Stopped working after a minor update.,0
2,12-Feb-23,Heather Gray,The voice commands are not recognized well.,0
1,13-Feb-23,Sandstone Fabric,The app is not user-friendly.,0
2,14-Feb-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,15-Feb-23,Walnut Finish,The sound quality is poor.,0
2,16-Feb-23,Heather Gray,Too many limitations on what it can do.,0
1,17-Feb-23,Sandstone Fabric,Stopped working after a few months.,0
2,18-Feb-23,Charcoal Fabric,Voice recognition is very poor.,0
1,19-Feb-23,Walnut Finish,Doesn't understand my voice commands.,0
2,20-Feb-23,Heather Gray,The app is very slow and unresponsive.,0
1,21-Feb-23,Sandstone Fabric,The speaker is not loud enough.,0
2,22-Feb-23,Charcoal Fabric,Too expensive for the limited functionality.,0
1,23-Feb-23,Walnut Finish,Stopped working after a minor update.,0
2,24-Feb-23,Heather Gray,The voice commands are not recognized well.,0
1,25-Feb-23,Sandstone Fabric,The app is not user-friendly.,0
2,26-Feb-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,27-Feb-23,Walnut Finish,The sound quality is poor.,0
2,28-Feb-23,Heather Gray,Too many limitations on what it can do.,0
1,01-Mar-23,Sandstone Fabric,Stopped working after a few months.,0
2,02-Mar-23,Charcoal Fabric,Voice recognition is very poor.,0
1,03-Mar-23,Walnut Finish,Doesn't understand my voice commands.,0
2,04-Mar-23,Heather Gray,The app is very slow and unresponsive.,0
1,05-Mar-23,Sandstone Fabric,The speaker is not loud enough.,0
2,06-Mar-23,Charcoal Fabric,Too expensive for the limited functionality.,0
1,07-Mar-23,Walnut Finish,Stopped working after a minor update.,0
2,08-Mar-23,Heather Gray,The voice commands are not recognized well.,0
1,09-Mar-23,Sandstone Fabric,The app is not user-friendly.,0
2,10-Mar-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,11-Mar-23,Walnut Finish,The sound quality is poor.,0
2,12-Mar-23,Heather Gray,Too many limitations on what it can do.,0
1,13-Mar-23,Sandstone Fabric,Stopped working after a few months.,0
2,14-Mar-23,Charcoal Fabric,Voice recognition is very poor.,0
1,15-Mar-23,Walnut Finish,Doesn't understand my voice commands.,0
2,16-Mar-23,Heather Gray,The app is very slow and unresponsive.,0
1,17-Mar-23,Sandstone Fabric,The speaker is not loud enough.,0
2,18-Mar-23,Charcoal Fabric,Too expensive for the limited functionality.,0
1,19-Mar-23,Walnut Finish,Stopped working after a minor update.,0
2,20-Mar-23,Heather Gray,The voice commands are not recognized well.,0
1,21-Mar-23,Sandstone Fabric,The app is not user-friendly.,0
2,22-Mar-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,23-Mar-23,Walnut Finish,The sound quality is poor.,0
2,24-Mar-23,Heather Gray,Too many limitations on what it can do.,0
1,25-Mar-23,Sandstone Fabric,Stopped working after a few months.,0
2,26-Mar-23,Charcoal Fabric,Voice recognition is very poor.,0
1,27-Mar-23,Walnut Finish,Doesn't understand my voice commands.,0
2,28-Mar-23,Heather Gray,The app is very slow and unresponsive.,0
1,29-Mar-23,Sandstone Fabric,The speaker is not loud enough.,0
2,30-Mar-23,Charcoal Fabric,Too expensive for the limited functionality.,0
1,31-Mar-23,Walnut Finish,Stopped working after a minor update.,0
2,01-Apr-23,Heather Gray,The voice commands are not recognized well.,0
1,02-Apr-23,Sandstone Fabric,The app is not user-friendly.,0
2,03-Apr-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,04-Apr-23,Walnut Finish,The sound quality is poor.,0
2,05-Apr-23,Heather Gray,Too many limitations on what it can do.,0
1,06-Apr-23,Sandstone Fabric,Stopped working after a few months.,0
2,07-Apr-23,Charcoal Fabric,Voice recognition is very poor.,0
1,08-Apr-23,Walnut Finish,Doesn't understand my voice commands.,0
2,09-Apr-23,Heather Gray,The app is very slow and unresponsive.,0
1,10-Apr-23,Sandstone Fabric,The speaker is not loud enough.,0
2,11-Apr-23,Charcoal Fabric,Too expensive for the limited functionality.,0
1,12-Apr-23,Walnut Finish,Stopped working after a minor update.,0
2,13-Apr-23,Heather Gray,The voice commands are not recognized well.,0
1,14-Apr-23,Sandstone Fabric,The app is not user-friendly.,0
2,15-Apr-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,16-Apr-23,Walnut Finish,The sound quality is poor.,0
2,17-Apr-23,Heather Gray,Too many limitations on what it can do.,0
1,18-Apr-23,Sandstone Fabric,Stopped working after a few months.,0
2,19-Apr-23,Charcoal Fabric,Voice recognition is very poor.,0
1,20-Apr-23,Walnut Finish,Doesn't understand my voice commands.,0
2,21-Apr-23,Heather Gray,The app is very slow and unresponsive.,0
1,22-Apr-23,Sandstone Fabric,The speaker is not loud enough.,0
2,23-Apr-23,Charcoal Fabric,Too expensive for the limited functionality.,0
1,24-Apr-23,Walnut Finish,Stopped working after a minor update.,0
2,25-Apr-23,Heather Gray,The voice commands are not recognized well.,0
1,26-Apr-23,Sandstone Fabric,The app is not user-friendly.,0
2,27-Apr-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,28-Apr-23,Walnut Finish,The sound quality is poor.,0
2,29-Apr-23,Heather Gray,Too many limitations on what it can do.,0
1,30-Apr-23,Sandstone Fabric,Stopped working after a few months.,0
2,01-May-23,Charcoal Fabric,Voice recognition is very poor.,0
1,02-May-23,Walnut Finish,Doesn't understand my voice commands.,0
2,03-May-23,Heather Gray,The app is very slow and unresponsive.,0
1,04-May-23,Sandstone Fabric,The speaker is not loud enough.,0
2,05-May-23,Charcoal Fabric,Too expensive for the limited functionality.,0
1,06-May-23,Walnut Finish,Stopped working after a minor update.,0
2,07-May-23,Heather Gray,The voice commands are not recognized well.,0
1,08-May-23,Sandstone Fabric,The app is not user-friendly.,0
2,09-May-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,10-May-23,Walnut Finish,The sound quality is poor.,0
2,11-May-23,Heather Gray,Too many limitations on what it can do.,0
1,12-May-23,Sandstone Fabric,Stopped working after a few months.,0
2,13-May-23,Charcoal Fabric,Voice recognition is very poor.,0
1,14-May-23,Walnut Finish,Doesn't understand my voice commands.,0
2,15-May-23,Heather Gray,The app is very slow and unresponsive.,0
1,16-May-23,Sandstone Fabric,The speaker is not loud enough.,0
2,17-May-23,Charcoal Fabric,Too expensive for the limited functionality.,0
1,18-May-23,Walnut Finish,Stopped working after a minor update.,0
2,19-May-23,Heather Gray,The voice commands are not recognized well.,0
1,20-May-23,Sandstone Fabric,The app is not user-friendly.,0
2,21-May-23,Charcoal Fabric,"Privacy concerns, Alexa always listening.",0
1,22-May-23,Walnut Finish,The sound quality is poor.,0
2,23-May-23,Heather Gray,Too many limitations on what it can do.,0
1,24-May-23,Sandstone Fabric,Stopped working after a few months.,0
2,25-May-23,Charcoal Fabric,Voice recognition is very poor.,0
1,26-May-23,Walnut Finish,Doesn't understand my voice commands.,0
2,27-May-23,Heather Gray,The app is very slow and unresponsive.,0
